title,plot,type,runtime,genre,vector
Alice in Wonderland,"Nineteen-year-old Alice returns to the magical world from her childhood adventure, where she reunites with her old friends and learns of her true destiny: to end the Red Queen's reign of terror.",movie,108 min,"Adventure, Family, Fantasy","[-0.11634741 -0.7184674   0.05016694  0.41519347 -0.41886425 -0.19745839
  0.8373153   0.21222548  0.5526697  -0.08885512  0.1907382  -0.11107121
 -0.5692695  -0.14239128 -0.25030378  0.18567728 -0.66758543  0.11453658
  0.15231231  0.04091368 -0.22542591  0.7879732  -0.06292133 -0.24030028
  0.6576931   0.01755628 -0.11011124 -0.1543635  -0.02678869  0.8254197
 -0.6423628  -0.0660288  -0.0738466   0.15105686 -0.49193606 -0.33246967
  0.1322505   0.4479774   0.8258253   0.07625392 -0.75799817 -0.15613586
  0.2755586  -0.37454078  0.25915387  0.5962155   0.06205549  0.4907485
  0.35174003 -0.01201971 -0.00778568 -0.2084781  -0.77018505 -0.24156791
 -0.4013367  -0.64528674  0.33854422 -0.2990996   0.26490694 -0.04735257
 -0.5737355  -0.04305685  0.12737611 -0.30609474 -0.3785638  -0.11240757
  0.32469535 -0.06884541 -0.407758   -0.13786381 -0.5216157  -0.15967052
  1.145075   -0.43069538 -0.34884742 -0.7588962  -0.73326236 -0.04153957
  0.06264731 -0.03455574  0.7047284  -0.15126362 -0.4977791  -0.39866778
  0.4803064   0.32087475 -0.20120214  0.0832707  -0.1687253   1.0171169
 -0.27840498  0.2635211   0.38593575  0.08429613  0.14432788  0.43821764]"
Around the World in 80 Days,"To win a bet, an eccentric British inventor, beside his Chinese valet and an aspiring French artist, embarks on a trip full of adventures and dangers around the world in exactly eighty days.",movie,120 min,"Action, Adventure, Comedy, Family, Western","[ 0.04808168 -0.14539522  0.06932671  0.0244502   0.02944871 -0.45643786
  0.26687452 -0.20162804 -0.00942754  0.26636896 -0.17470908  0.25562736
 -0.1426795   0.41285253 -0.06099451 -0.05386593 -0.64732444  0.4894837
 -0.08936689 -0.11025691 -0.18591847 -0.4111465   0.07201651 -0.01628627
  0.42585328 -0.52174205  0.0207264  -0.30140606  0.06204971  0.8246464
 -0.22752793 -0.06115171  0.17328663 -0.3794637  -0.31695813 -0.4661107
  0.41204262  0.39099267  0.24049304 -0.20966212 -0.36092755 -0.04107799
 -0.25639507  0.2735518   0.18948235 -0.15807714 -0.08280479 -0.0296362
  0.13680266  0.05549173 -0.52543527  0.10674435 -0.16435538  0.01013724
 -0.168648   -0.0353605  -0.24225634 -0.27978054  0.38576373 -0.07914575
 -0.6109074  -0.25041965 -0.07075477 -0.48953542 -0.26475313  0.18688011
  0.49569392  0.03029825 -0.34852898  0.1383094   0.05949188  0.03576959
 -0.42001995 -0.14031617 -0.21997611 -0.32886    -0.35818183 -0.1515255
  0.15633744 -0.03669134  0.24958503  0.3632932   0.41042018 -0.15649487
  0.07803007  0.21438217  0.34457865 -0.19113402  0.02406037  0.79592913
 -0.17083341 -0.02545867  0.31469977  0.5139653   0.02569839 -0.00662151]"
Atlantis: The Lost Empire,A young adventurer named Milo Thatch joins an intrepid group of explorers to find the mysterious lost continent of Atlantis.,movie,95 min,"Animation, Action, Adventure, Family, Fantasy, Sci-Fi","[-1.6659814e-01 -8.0476695e-01  3.3565190e-01  6.9443715e-01
  4.1727226e-02  4.0483841e-01 -1.0572970e-02 -6.3312665e-02
 -4.8056525e-01 -2.4326828e-01  2.7068812e-01 -7.3074378e-02
 -2.8625622e-01 -2.0806845e-01 -4.7794929e-01  1.8810728e-01
 -6.7148864e-01  1.9013603e-01  4.5781916e-01 -5.0381196e-01
 -1.4585358e-01  1.7772491e-01  4.1088754e-01  9.5421551e-03
  5.5992585e-01  1.9870053e-01  1.0507262e-01 -4.4909173e-01
  1.8670131e-01  1.8564384e+00  2.9900202e-01 -2.2117997e-02
 -1.8790606e-01  2.9418051e-02 -5.6431246e-01 -2.9929936e-01
 -2.0614982e-01  8.0565274e-01 -1.2975645e-01  2.1659131e-01
  2.7428895e-01 -2.8809041e-03 -4.1714073e-03  3.4087342e-01
 -1.1786753e-02  2.9340711e-01 -3.0917931e-01  2.2565317e-01
  1.8722241e-01 -6.0080670e-02 -4.7313172e-01  6.7436165e-01
 -2.3507683e-01 -4.5533878e-01  1.1744108e-01 -4.2487405e-02
  1.1247863e-01  6.6930383e-02 -7.9110064e-02  3.2168161e-02
 -6.1878908e-01  2.3639102e-01 -2.2079390e-02 -4.1942540e-01
  7.5214550e-02 -2.9812250e-01  6.0850680e-03  2.6084551e-01
 -7.9969549e-01 -2.6197544e-01 -1.2743433e-01  2.4956572e-01
  7.2885954e-01 -1.7541775e-01  1.4312732e-01 -3.1489795e-01
  1.0575159e-01 -6.5481442e-01  7.3491462e-02 -3.7857017e-01
 -6.8472505e-02 -2.1749695e-01 -2.5256786e-01 -3.5619876e-01
  8.0405473e-04  5.7282066e-01  1.4949629e-01 -8.9194216e-02
 -4.8644632e-01 -6.1124456e-01 -1.6627450e-01  4.8014831e-02
  5.6353164e-01 -3.0898422e-02 -1.4914846e-01  4.7305006e-01]"
Avatar,A paraplegic Marine dispatched to the moon Pandora on a unique mission becomes torn between following his orders and protecting the world he feels is his home.,movie,162 min,"Action, Adventure, Fantasy, Sci-Fi","[-0.1586025  -0.84159493  0.9803714   0.86569905 -0.6828488  -0.6279913
  0.24184808  0.2542757  -1.1142459  -0.8520866   1.2999055  -1.2278774
  0.10798077 -0.34414396 -0.688782    0.92781544 -0.76870626 -0.49938953
 -0.6236851  -0.23165123 -1.2539823   0.85890555 -1.0839124  -0.4980898
  0.14395192  0.49153078 -0.23797038  0.5660673  -0.34358737  1.4991328
 -0.12612215 -0.215653    0.25142688  0.29594857 -0.22164454 -0.33620355
 -0.3855706   0.95099044  0.9467553   0.11919436 -1.0558264  -0.6332588
  0.4293893  -0.37407306  0.34227896 -0.5724391  -0.84044653 -0.19806004
 -0.29860586 -0.89922494  0.9528355   2.1583607  -0.01657896 -0.6885513
 -0.17172399 -0.84712744  0.8478837  -0.28818893  0.16407964  0.16166356
 -0.82270336  1.0688629  -0.2574625  -0.7596218   1.2609661  -0.02360192
  1.0394726   0.14127496 -0.14721715  0.2077437  -0.9110198   0.7447166
  0.71036386 -0.73072034 -0.29592994 -0.46397874  0.3563505   0.07227387
 -0.26217985 -0.69369787 -0.55709094 -0.15696472 -0.66319287 -0.35388595
  0.90654594  1.4087421   0.28351784  0.39350495  1.612941    0.02241079
 -0.79541945 -0.0253832   0.92068756 -0.01880579 -0.3862565  -0.13888419]"
Babes in Toyland,"All roads lead to magical, merry Toyland as Mary Contrary and Tom Piper prepare for their wedding. But villainous Barnaby wants Mary for himself, so he kidnaps Tom, setting off a series of comic chases, searches, and double-crosses.",movie,106 min,"Comedy, Family, Fantasy, Musical, Romance","[-0.23261113 -0.10314777 -0.15267062  0.2922151   0.20903642 -0.33890453
  0.6864739   0.11741426  0.21255426 -0.10377251 -0.5492439   0.19425128
 -0.470503    0.16489224 -0.07379154  0.4173291  -0.6586549   0.21092272
  0.5100364   0.37895226 -0.8239184   0.23483403 -0.09766284  0.06712147
  0.60274976 -0.5246771   0.01634254 -0.45255482 -0.30149546  0.9643852
 -0.6887045  -0.3630804   0.41322467  0.45263824 -0.8692735  -0.37663952
 -0.18080215  0.66889286  0.8662977  -0.07661051 -0.08183926 -0.81044406
  0.09405629  0.16953194  0.33051577  0.48904875 -0.1466022   0.5623921
  0.43838918 -0.12352046 -0.11477926 -0.08004375 -0.661169   -0.37394214
 -0.5931925  -0.67436284  0.3107469  -0.3111485   0.16251262  0.16924016
 -0.39409122 -0.2036267   0.11140846 -0.03645132 -0.10512378  0.00852203
  0.18892251 -0.12973805 -0.802262   -0.01101037 -0.36941954 -0.20013583
  0.5128973  -0.18520291  0.0090013  -0.44395706 -0.49303207  0.09451586
  0.21867108 -0.25449884  0.37936655 -0.05628444 -0.12577397 -0.2185971
  0.42766833  0.9354849  -0.55573744  0.17084153 -0.04917036  0.9382886
  0.04847419  0.52298826  0.31127146 -0.0818075  -0.44890156  0.0822508 ]"
Bambi,The story of a young deer growing up in the forest.,movie,70 min,"Animation, Drama, Family","[-1.0738252e+00 -6.8670434e-01  4.1905278e-01  1.0869874e+00
 -2.9575405e-01 -1.1790087e-01  7.7378488e-01  6.1914694e-01
 -1.8079011e-01 -9.2382491e-02  4.4854602e-01  4.3667954e-01
 -7.7375013e-01 -2.7508518e-01  1.6629049e-01  8.3057690e-01
 -7.9001224e-01 -4.9978343e-01  2.4732299e-02 -6.2047160e-01
 -9.9254715e-01  1.4963466e+00 -7.5285649e-01 -6.9898278e-02
 -2.9154447e-01  2.1204595e-01  6.5573627e-01  4.7216165e-01
 -2.8385526e-01  1.3102902e+00 -2.8875694e-01  8.9267945e-01
  4.5040685e-01  5.0413138e-01  2.4830818e-02 -1.3973862e-03
 -1.3548614e-01  1.5082682e+00  5.7806998e-01  2.5296316e-01
 -6.7497993e-01 -4.3939185e-01 -2.5525805e-01 -3.5734040e-01
  2.7481163e-01 -3.5774487e-01 -1.3082194e+00 -1.1777934e-01
 -5.6675816e-01 -6.6515386e-01  7.6845300e-01  1.3768117e+00
 -7.4042529e-02 -7.5019997e-01 -5.7467771e-01 -1.0129577e+00
  1.4811888e+00 -7.0419073e-01 -2.5653264e-01 -3.6047453e-01
 -8.5635734e-01  1.1311683e-01 -1.7289847e-01 -3.7673602e-01
  3.9175296e-01  3.3339047e-01  3.5272855e-01 -2.6110610e-01
 -5.4240829e-01  2.2317493e-01 -4.1367832e-01  4.2816603e-01
  8.4572852e-01 -2.0680758e-01 -2.8672662e-01 -5.4613233e-02
 -6.8507433e-01 -1.7002241e-01 -4.9323666e-01 -2.8211582e-01
  8.5397631e-02  5.6331813e-02 -7.3431683e-01 -1.7928654e-01
  3.7744415e-01  6.3449478e-01  4.8492140e-01  1.5240923e-01
 -7.5798476e-01  3.1970331e-01 -9.4851363e-01 -4.3307224e-01
  1.2603317e+00 -1.0437766e-01 -4.9704635e-01  1.8620627e-01]"
Beauty and the Beast,A prince cursed to spend his days as a hideous monster sets out to regain his humanity by earning a young woman's love.,movie,84 min,"Animation, Family, Fantasy, Musical, Romance","[ 0.33615237 -0.07685766  0.21131757  0.48094314 -0.22725673  0.00507803
  0.23457092  0.17733958 -0.22917777  0.10363381 -0.09254302  0.38356528
 -0.41262567 -0.38155386  0.05528121 -0.1258156  -0.22717907  0.53449416
 -0.45953035 -0.61577255 -0.4546712   0.3132938   0.16951618 -0.23263374
  0.44432545 -0.2429208   0.4360921  -0.55628395 -0.32842192  0.88541675
 -0.63363117 -0.739904    0.10892979  0.14463049  0.3921197  -0.16703343
  0.36710125  0.5698589  -0.2682662   0.5357872  -0.3793819   0.26781356
  0.11759929  0.38647056 -0.27141327  0.7351262  -0.7217507  -0.2447482
 -0.39884502  0.21834129  0.19017267  0.48796782 -0.56449354 -0.41984972
  0.16368836 -0.14301977 -0.33751285  0.3538343  -0.28723297  0.2537448
 -0.19406703 -0.16978139  0.23126641 -0.45105022 -0.16852894 -0.17755617
  0.03410906 -0.07848598 -0.0807807  -0.28476924 -0.78365344 -0.04494266
  0.8467492  -0.9781765   0.08475164 -0.05545704 -0.43781847  0.01018891
  0.21554099 -0.42941436  0.76149535 -0.32696456 -0.2473547   0.23416042
  0.6484207   0.7015585  -0.00116307  0.49693084 -0.7139866   0.01816092
 -0.51868266  0.01248623  0.3061831  -0.0361179   0.00886293  0.21502566]"
Because of Winn-Dixie,A mischievous dog befriends a lonely young girl in a new town and helps her make new friends.,movie,106 min,"Comedy, Drama, Family","[-1.53366297e-01 -8.18423867e-01  5.86847961e-01  5.76599896e-01
  1.83371514e-01  2.91004598e-01  3.02679949e-02  2.48625427e-01
  2.32475758e-01 -1.08446345e-01  2.52604485e-04 -2.87014246e-01
 -1.93433285e-01  2.46095255e-01 -4.21667874e-01 -3.13649505e-01
  3.20626199e-01  2.81766027e-01  1.33691758e-01  6.98053241e-02
  1.99801214e-02  1.46328360e-01 -3.94264877e-01 -1.85849331e-02
  3.59487534e-01 -3.55468839e-01  5.13477445e-01 -5.51833808e-01
  2.34210104e-01  9.01371002e-01 -2.26787716e-01 -3.65012079e-01
 -1.54077142e-01  3.40065658e-01 -5.66034496e-01 -4.81839180e-01
  5.33648610e-01  2.32026383e-01 -8.97978395e-02  3.48632559e-02
 -5.36512844e-02 -5.06997108e-01 -7.25939274e-02  3.28444652e-02
  8.00912857e-01  4.67587650e-01  2.11924702e-01 -4.25580442e-01
 -4.54811990e-01  3.50858510e-01 -2.21603319e-01  3.78388584e-01
  1.71885073e-01  5.93506694e-02 -3.85168731e-01  5.62623024e-01
  1.93600506e-01 -1.82400361e-01  2.88313568e-01  4.76341620e-02
 -8.27138722e-01  1.08436845e-01  2.39134029e-01 -7.48644471e-01
 -5.81906617e-01 -2.31313273e-01  8.20139110e-01  3.57645541e-01
 -3.91915172e-01  5.38415134e-01 -2.50283722e-02 -3.37775290e-01
  3.24009150e-01  3.70883867e-02  1.87787682e-01  3.14436972e-01
 -6.47460878e-01 -4.60226446e-01  4.76280391e-01  1.67421587e-02
 -6.05165005e-01 -1.80278659e-01  5.43038726e-01 -3.66386056e-01
  8.00849259e-01  2.70989656e-01  2.36030430e-01  2.54118256e-02
 -5.06535172e-01  6.26012266e-01 -2.77132660e-01  2.26925343e-01
 -2.76373684e-01 -5.82440197e-02 -2.27309868e-01 -8.66395831e-02]"
Bedknobs and Broomsticks,"An apprentice witch, three kids and a cynical magician conman search for the missing component to a magic spell to be used in the defense of Britain in World War II.",movie,117 min,"Animation, Adventure, Comedy, Family, Fantasy, Musical","[ 0.1942929   0.6618069  -0.20770596  0.15110736  0.51854694  0.22743936
  0.76449853  0.7536568   0.3086065  -0.13361728 -0.18972011  0.27261198
 -0.8981102  -0.7952244   0.2532191   0.11468991 -0.06237794  0.60905844
 -0.48536384 -0.8230662  -0.33635864 -0.42259288  0.04359041  0.0311889
  0.15587594 -0.16669326 -0.42206576 -0.5700025  -0.4394609   0.8164026
 -1.011382   -0.77123183 -0.18009631 -0.15739278  0.5947914  -0.84698457
  0.6117377   0.6110242  -0.302945    0.6396267  -0.08650362 -0.42008936
 -0.16096729 -0.05200131  0.01961505  0.93612623 -0.07310063  0.24274409
 -0.47431636 -0.10600255  0.834542   -0.3416512  -1.1089791  -1.035008
  0.17755444 -0.57484674 -0.20109071  0.22552036  0.13026364  0.5739179
 -0.2922454   0.3233699   0.2080176  -0.31316003  0.0778833   0.8263967
  0.8006919   0.36212492 -0.00846    -0.38017297 -0.60307497 -0.27393204
  0.45022717 -0.89142495  0.22625466  0.23559086 -0.6386189  -0.23351522
 -0.25970402 -0.29577872  0.79642564 -0.28401235 -0.24929641  0.11670532
  0.72035265  0.90811986 -0.28255463  0.9440275  -0.6175367   0.53636557
 -0.3544824   0.19130813  0.500999    0.22472702  0.707005   -0.25926617]"
Bedtime Stories,A hotel handyman's life changes when the lavish bedtime stories he tells his niece and nephew start to magically come true.,movie,99 min,"Comedy, Family, Fantasy, Romance","[-0.14080162 -0.04642446 -0.18977927  0.55384916  0.06338045 -0.5574409
  1.1800961   0.59169924 -0.69265854 -0.06373581  0.24980454 -0.06771698
 -0.34593594 -0.6535851  -0.52769446  0.12978445 -0.73715276  0.05352484
  0.49766994 -0.7416135  -0.6587362  -0.25595412 -0.20481172  0.12683827
 -0.05378726 -0.25986677  0.15761682  0.1309033  -0.0999579   1.4399562
  0.08055301  0.7408519  -0.63625485 -0.57574767 -0.3999279  -0.361263
  0.08419043  0.8186321  -0.35889924  0.6678818  -0.31030294 -0.48603353
 -0.3510064   0.24598336  0.15913144  0.1878991  -0.26023525 -0.9520665
 -0.46396312 -0.4096509   0.21869826  0.04361194  0.03082989 -0.7008668
 -0.83645487 -0.5479646   0.22016737 -0.7341661   0.05075235  0.34324497
 -0.40899247  0.7365077  -0.03122307 -0.56371367 -0.0472084   0.4288413
  0.5807173   0.972604   -0.32861894 -0.11862737  0.9839298   0.20352262
  0.5887908   0.00911909  0.2915446  -0.3953414  -0.07200927 -0.8043679
 -0.5934106   0.08653586 -0.6668597  -0.08692203 -0.41074485 -0.4818348
 -0.4129284   0.2054123  -0.2959785  -0.04489818  0.22561662  0.3354504
 -0.12559569  0.41495797  1.3717911   0.24828827  0.07313684  0.3660695 ]"
Before the Flood,"A look at how climate change affects our environment and what society can do to prevent the demise of endangered species, ecosystems and native communities across the planet.",movie,96 min,Documentary,"[-5.52904844e-01 -2.85448283e-01  4.81724590e-01  4.83600229e-01
 -4.06441003e-01 -2.06799924e-01 -2.34374478e-01 -3.46784204e-01
  2.79161837e-02  9.39916000e-02 -2.17551112e-01  5.15130460e-01
 -4.86416817e-01  4.38208133e-01 -9.06159878e-02 -1.86385751e-01
 -6.83453977e-01  7.83664286e-01  3.15723531e-02 -8.30392019e-05
 -1.75541401e-01  3.57888150e-03 -1.43435612e-01 -3.28861415e-01
  1.08250964e+00 -3.77456188e-01  2.13271677e-01 -7.45811284e-01
  1.73911884e-01  1.55906069e+00 -5.70323288e-01 -5.00958860e-01
  1.60701588e-01 -2.96014071e-01 -7.34226927e-02 -2.64278173e-01
  7.32745647e-01  1.03777933e+00  4.46899325e-01  2.95057446e-02
 -4.89314646e-01 -2.33757272e-01 -4.23418999e-01 -2.21304163e-01
  2.75032878e-01  1.00780308e-01  2.65645385e-02 -1.05003633e-01
  3.24150026e-01  4.17118669e-01 -1.61903664e-01  3.97348076e-01
 -5.47680318e-01  1.62279844e-01 -2.29297757e-01  3.97761650e-02
  1.30947931e-02  4.37799960e-01  5.88142157e-01  1.48407266e-01
 -9.27836180e-01  3.13118070e-01 -1.51235595e-01 -2.28332475e-01
 -2.02035103e-02 -1.41375288e-01  1.59750327e-01 -4.03575510e-01
 -4.18778539e-01  2.77077794e-01  4.38269883e-01  6.10549264e-02
 -1.47866666e-01 -2.01001167e-01 -2.14859769e-01  1.04906976e-01
 -3.59131098e-01 -2.20982254e-01  6.21013224e-01 -2.45735094e-01
 -7.50852600e-02 -1.99411079e-01  1.15254544e-01 -3.51786584e-01
  1.44159213e-01  4.45786834e-01  1.30794555e-01 -5.25065184e-01
 -3.69459391e-02  4.23486799e-01 -6.79444551e-01 -1.43063381e-01
  2.58062571e-01  1.32092834e-02 -3.69195610e-01 -5.05558550e-02]"
Benji the Hunted,Benji is left in the wilderness after an accident. Can he survive?,movie,88 min,"Adventure, Family","[-0.09064778 -0.39751437  0.14711992  0.78708476 -0.47531915  0.02705365
  0.6165107   0.55231094  0.19059761 -0.08983803 -0.01205075  0.6179785
 -0.21113212 -0.05971661 -0.38451385 -0.21306022 -0.73128074  0.57244223
 -0.08531842 -0.03453006 -0.97653294  0.1378905  -0.5132667   0.0180578
  0.48952386 -0.11676732  0.2662943  -0.16280356  0.18243127  0.8885477
 -0.45072833  0.15512748 -0.15692866  0.27969483 -0.49646106 -0.7365995
  0.4120915   0.6951742   0.20205565  0.12069126 -0.8937077   0.49788436
 -0.3369931   0.02613426 -0.00589612  0.50989056 -0.5493415   0.321969
 -0.21357287  0.74834853  0.3741003   0.43905592 -0.5088518   0.02661578
 -0.5536485  -0.28322068  0.37840676  0.09708708 -0.44207516  0.12013791
 -0.34571505 -0.2533152  -0.08908101  0.10386693  0.31524017  0.1842183
  0.07630143 -0.05129492 -0.5288457  -0.9040666  -0.3106443  -0.06007661
  0.2604542  -0.54378444 -0.26753852  0.40951216 -0.21037924 -0.3055053
 -0.06584815 -0.6533819  -0.01855944  0.5833577  -0.44873133 -0.31046513
  0.48296657  0.2751988   0.7312029  -0.5012207   0.02705899  0.55443525
 -0.15013571 -0.34550634  0.19411851  0.0628776  -0.00725633  0.03806679]"
Big Business,Two couples of sisters from New York and from the countryside discover that they are connected in an incredible way.,movie,97 min,Comedy,"[ 0.18402484 -1.3452859   0.295107    0.40773273 -0.20746961 -0.25580618
  0.63479626  0.26726004 -0.5489689  -0.58403295  0.32898858  0.14220703
 -0.47321832 -0.18868688 -0.48411626  0.24542405 -1.110489    0.14745867
  0.11584935 -0.85573757 -0.45093244  0.45385474 -0.6204848  -0.05336617
 -0.01305322  0.2902399   0.25660604  0.2317389   0.22011799  1.370316
 -0.02394052  0.14302118 -0.13624486 -0.33127004 -0.7444503  -0.20960264
 -0.42491937  1.0616616  -0.18895534 -0.16878635 -0.38359207  0.45608664
  0.10008071  0.33225402  0.01090971  0.31047827 -0.58620465  0.07072318
 -0.07534035 -0.09172837 -0.06233649  0.61081666  0.12374587 -0.7659208
 -0.03618364 -0.63282526  0.5397965  -0.12455058 -0.13951755  0.6213542
 -0.52555776  0.47416192  0.38042933 -0.80241215  0.04692973 -0.20655221
  0.35925734  0.9831577  -0.30848354 -0.19104344  0.0322239   0.11415437
  0.835249   -0.45586246 -0.15669791 -0.46858293 -0.14858527 -0.66617185
  0.24017501 -0.5156178  -0.89737666  0.01595841 -0.8824756  -0.16134143
  0.12190496  0.63771486  0.31936574  0.04434459 -0.10633726 -0.33128268
 -0.46286672  0.26458824  0.6669847   0.27376184  0.18922381  0.19716123]"
Big Hero 6,"The special bond that develops between plus-sized inflatable robot Baymax, and prodigy Hiro Hamada, who team up with a group of friends to form a band of high-tech heroes.",movie,102 min,"Animation, Action, Adventure, Family, Sci-Fi","[-0.42353663 -1.0532333   0.3708361  -0.11346795  0.839207   -0.34228173
  0.46713647  0.6008353  -0.35429296 -0.57879484 -0.31790453  0.5753091
 -0.36649454  0.9413872  -0.5594668   0.31808558 -0.489125   -0.13537534
  0.00630317 -0.09257573 -1.0407183   0.6984064   0.02566046  0.52550393
  0.5049412  -0.4465998  -0.1843942  -0.21553521  0.12472382  0.5757108
  0.5762036   0.48857108  0.271211    0.12861359 -1.0468816  -0.7952016
 -0.8301274   0.58611864  0.27895775  0.20507878 -0.23431037  0.14748554
  0.17124675  0.38250998 -0.09850061  0.7796629  -0.95796394  0.10439601
 -0.23904793  0.02563579  0.18270664  0.44786012  0.21486008 -0.87722045
  0.06240154 -0.8961852   0.34030858 -0.883872    0.38505676  0.8227311
 -0.4239504  -0.54923916  0.09357307 -0.26720038 -0.04275525  0.18011849
  0.18656784  0.8347346  -0.29173875 -0.6324462  -0.01023659  0.01646554
 -0.05151093 -0.48467898 -0.31249055 -0.6100351  -0.46113577 -0.3603841
  0.06442114  0.2046963  -0.20872104  0.00419425 -0.332311   -0.25419083
  0.06257689 -0.29837617 -0.02351954  0.7729636  -0.08922777  0.9683407
 -0.13196582  0.23513412 -0.20032102  0.63131624  0.24737315  0.7452612 ]"
Bolt,The canine star of a fictional sci-fi/action show that believes his powers are real embarks on a cross country trek to save his co-star from a threat he believes is just as real.,movie,96 min,"Animation, Adventure, Comedy, Drama, Family","[-0.65710545 -0.6987788   1.0058073   1.0667002  -0.3510771  -0.9022516
 -0.04155084  0.18289787 -0.13753518  0.24186012  0.49018747 -0.22292885
 -0.47588497  0.3492405  -0.65332454  0.8524079  -0.23857039 -0.746664
 -0.43421176 -0.7269348  -0.36874485  0.6385188  -0.8445589  -0.02755958
  0.7674367   0.47926638  0.19923946  0.53678536  0.60064334  1.0545087
 -0.6245647   0.5055938   1.1224566  -0.06196012 -0.06639028 -1.7186928
 -0.3947845   1.3080087   0.13005956 -0.20419583 -0.29506135 -0.44446954
 -0.0212357  -0.11020423  0.3329116   0.08181635 -0.10488926 -0.02167778
 -0.09457421 -1.1056619   1.3020073   0.6765333  -0.3009113  -0.75056684
  0.14303121  0.14414406  1.2365259  -0.6575155  -0.02382934 -0.18046382
 -1.1689235   0.85113245 -0.0670123  -1.0259848   0.6663501   0.28181508
  1.1193197  -0.90186     0.07114038 -0.6496236  -0.6849239   0.93330395
  0.968034   -0.47008356 -0.13982546  0.13391429 -0.63058555 -0.17458366
 -0.34713447 -0.02198729 -0.24613443  0.6822378   0.22447643  0.26627272
  0.7116222   0.219618   -0.01201527  0.18637761 -1.1480591   0.383949
 -0.6571899   0.01920494  1.0897796   0.10782489 -0.00793841  0.7693882 ]"
Brave,"Determined to make her own path in life, Princess Merida (Kelly Macdonald) defies a custom that brings chaos to her kingdom. Granted one wish, Merida must rely on her bravery and her archery skills to undo a beastly curse.",movie,93 min,"Animation, Adventure, Comedy, Family, Fantasy","[-0.01257505 -1.1261493  -0.20364821  0.49318582 -0.89179355 -0.306174
 -0.06934929  0.38771826 -1.0637896  -0.7332918   0.6272316  -0.14032558
  0.24314076 -0.33777207 -0.90514964  0.49943215 -1.1833303  -0.8670839
 -0.09430276 -0.3310195  -1.9458762   1.300048   -0.72413564 -0.13588989
  0.04499942  0.23379152  0.35733557  0.45310172 -0.45706415  1.3730521
  0.12178731  0.4866743   0.97245216 -0.34738177 -0.09374978 -0.4100262
 -0.137997    0.45228425  0.5320443  -0.2210176  -0.6403444   0.03073147
  0.03883231  0.800112    0.7862432  -0.01118991 -0.880782   -0.7630719
 -0.01201865 -0.6133909   0.62202346  2.5629675  -0.24806881 -0.8743635
 -0.17610905 -0.5061707   0.6525905  -0.5939322  -0.15029296  0.33960193
 -0.47150332  0.9860159  -0.6835264  -0.4463316   0.90009755  0.37170464
  1.0226755  -0.49288768 -0.7202971  -0.15482618 -0.97222316  0.9116684
  0.65832007 -0.55405486 -0.28857523  0.272715    0.00890039  0.19584942
 -0.34932354 -0.34472263 -0.37076136 -0.33651486 -0.9186175  -0.13855354
  0.4130688   0.99541044  0.59709954  0.6092254   1.490953   -0.07822426
 -0.21952893 -0.6913933   1.2027957   0.02101777 -0.19091901  0.32199043]"
Brother Bear,"When a young Inuit hunter needlessly kills a bear, he is magically changed into a bear himself as punishment with a talkative cub being his only guide to changing back.",movie,85 min,"Animation, Adventure, Comedy, Family, Fantasy","[-0.6662066  -1.4309807   0.6586658   0.7458273  -0.48088503 -0.18554968
  1.0694022   0.5120556  -0.12245092 -0.14726809  0.38418996 -0.28156027
 -0.15286809  0.52838564 -0.37447837 -0.1295923  -0.47653773 -0.17688325
  0.7894434  -0.6739319  -0.547052    0.80606383 -0.467438   -0.15838581
  0.67969644  0.36031458  0.4103456  -0.44110626 -0.62879467  1.2941849
 -0.5381284   0.62075037 -0.2873465   0.19724143 -0.7404587  -0.5406492
 -0.6103413   0.73800886 -0.32238418  0.68934286 -0.24184     0.60191244
 -0.5893527   0.6228753  -0.25553277  0.9069059  -0.9300606  -0.20713218
 -0.445701   -0.6359072  -0.4354049   0.29250365 -0.6389462  -1.2945452
  0.53628254 -0.8595854   0.12160145  0.08991718  0.10920245  0.0532735
 -0.99301183  0.4379313   0.1927207  -0.13507141  0.24929792 -0.20178632
  0.33345437  1.2101579  -0.18812673 -0.53233546 -0.14260837  0.3478294
  0.7594584  -0.57664275 -0.12533885 -0.05290574 -0.08794004 -0.411455
 -0.27732942 -0.21253158 -0.89184284 -0.04086845 -0.38170826  0.09979615
 -0.2894805   0.22789612  0.06921262  0.42398304  0.35230634  0.2069721
 -0.33537608  0.18885897  0.6358049   0.21298632  0.69477314  0.38230813]"
